ACN,Local Time Of Day,Light,Flight Phase,Make Model Name,Weather Elements / Visibility,Locale Reference
2111628,,,Final Approach,B737 Undifferentiated or Other Model,,ZZZ.TRACON
2111677,0601-1200,Daylight,Final Approach,B767 Undifferentiated or Other Model,,ZZZZ.Airport
2111693,1201-1800,,Climb,B737-700,,ZZZ.TRACON
2111694,,,Taxi,Any Unknown or Unlisted Aircraft Manufacturer,,
2111776,1201-1800,Daylight,Cruise,Challenger 650,,ZZZ.Airport
2111887,,,Parked,A319,,ZZZ.Airport
2111975,1201-1800,,Descent,Commercial Fixed Wing,,ZZZ.ARTCC
2112371,0001-0600,,Takeoff / Launch,MD-11,,ZZZZ.Airport
2112544,1201-1800,Daylight,Landing,Regional Jet 900 (CRJ900),Windshear,ZZZ.Airport
2113376,1201-1800,,Takeoff / Launch,B757 Undifferentiated or Other Model,,ZZZ.Airport
2113435,,,Landing,B787 Dreamliner Undifferentiated or Other Model,,
2113445,,,Taxi,B737 MAX 9,,
2113802,,,Cruise,Commercial Fixed Wing,,ZAB.ARTCC
2113846,1201-1800,,Climb,B737 Undifferentiated or Other Model,,ZZZ.ARTCC
2114172,1801-2400,Daylight,Takeoff / Launch,Small Aircraft; High Wing; 1 Eng; Fixed Gear,,ZZZ.Airport
2114946,1201-1800,,Cruise,B737-800,,ZZZZ.Airport
2115209,1801-2400,Night,Cruise,EMB ERJ 170/175 ER/LR,,ZZZ.Airport
2115333,1201-1800,Daylight,Descent,Skylane 182/RG Turbo Skylane/RG,,ZZZ.ARTCC
2115927,1201-1800,,Parked,Viking/Turbo-Viking 17-30/31,,ZZZ.Airport
2115935,1201-1800,Daylight,Climb,Skylane 182/RG Turbo Skylane/RG,Turbulence; 10,ZZZ.Airport
2116116,0001-0600,,Initial Climb,MD-11,,ZZZ.Airport
2116991,0001-0600,,Climb,Regional Jet 700 ER/LR (CRJ700),,ZZZ.TRACON
2116992,0601-1200,,,Regional Jet 700 ER/LR (CRJ700),,ZZZ.ARTCC
2117346,,,Cruise,B767 Undifferentiated or Other Model,,
2117462,0601-1200,,Climb,B737-800,,ZZZ.Airport
2117467,0001-0600,,Cruise,Commercial Fixed Wing,,ZOA.ARTCC
2117631,0601-1200,,Cruise,B737-800,,ZZZ.Airport
2118055,1201-1800,Daylight,Cruise,PA-44 Seminole/Turbo Seminole,10,ZZZZ.ARTCC
2118125,1201-1800,Daylight,Taxi,Skyhawk 172/Cutlass 172,10,ZZZ.Airport
2118365,0001-0600,,Takeoff / Launch,B737 Undifferentiated or Other Model,,ZZZ.TRACON
2118414,0001-0600,Night,Cruise,Commercial Fixed Wing,,LBSR.ARTCC
2118575,,,Takeoff / Launch,A320,,ZZZ.Airport
2118693,1201-1800,Daylight,Initial Climb,Skylane 182/RG Turbo Skylane/RG,10,ZZZ.ARTCC
2118722,1201-1800,Daylight,Cruise,PA-28 Cherokee/Archer/Dakota/Pillan/Warrior,99999,ZZZ.ARTCC
2118924,1801-2400,,Climb,B777-300,,ZZZ.TRACON
2118998,0601-1200,Daylight,Taxi,A320,,ZZZ.Airport
2119245,,,Cruise,Commercial Fixed Wing,,LCCC.ARTCC
2119315,1201-1800,,Parked,Commercial Fixed Wing,,ZZZ.Airport
2119457,1201-1800,Daylight,Climb,Skyhawk 172/Cutlass 172,10,ZZZ.Airport
2119478,1201-1800,,,Cessna 140,,ZZZ.TRACON
2119522,0601-1200,Daylight,Takeoff / Launch,B737-800,,ZZZ.Airport
2119529,1801-2400,Night,Cruise,B737-700,5,ZZZ.ARTCC
2119814,1201-1800,,Landing,Bonanza 33,Turbulence,ZZZ.Airport
2119834,0001-0600,Daylight,Cruise,Skyhawk 172/Cutlass 172,,
2119959,1201-1800,,Takeoff / Launch,A321,,ZZZ.Airport
2120230,,,Cruise,Commercial Fixed Wing,,HECC.ARTCC
2120289,1201-1800,,Taxi,B737 Undifferentiated or Other Model,Thunderstorm; Rain,ZZZZ.Airport
2120346,0001-0600,,Cruise,Widebody; Low Wing; 2 Turbojet Eng,,LTAA.ARTCC
2120758,1801-2400,Dusk,Climb,Citationjet (C525/C526) - CJ I / II / III / IV,Turbulence; 10,ZZZ.Airport
2120856,,,Descent,B737 Undifferentiated or Other Model,,ZZZZ.ARTCC
2121393,0001-0600,Night,Parked,B737-700,,ZZZ.Airport
2121781,1201-1800,Daylight,Climb,Falcon 50,,ZZZ.Airport
2121929,1201-1800,,Descent,Commercial Fixed Wing,,OJAI.Airport
2121962,1801-2400,,Taxi,EMB ERJ 170/175 ER/LR,,ZZZ.Airport
2122034,0601-1200,,Cruise,A320,,ZZZ.ARTCC
2122040,1801-2400,,Climb,Super King Air 200,,ZZZ.Airport
2122061,0601-1200,,Descent,PA-44 Seminole/Turbo Seminole,,ZZZ.TRACON
2122142,0601-1200,Daylight,Cruise,SR22,,ZZZ.Airport
2122273,0001-0600,,Cruise,B767-300 and 300 ER,,ZZZZ.ARTCC
2122424,0601-1200,,Initial Approach,B737-800,Haze / Smoke,ZZZZ.ARTCC
2122799,0601-1200,,Cruise,EMB-505 / Phenom 300,,ZZZ.ARTCC
2122805,0001-0600,,Cruise,Commercial Fixed Wing,,OOMM.ARTCC
2122925,1801-2400,,Climb,B717 (Formerly MD-95),,ZZZ.TRACON
2123253,1201-1800,,Descent,Commercial Fixed Wing,,D10.TRACON
2123476,0601-1200,,Initial Approach,Commercial Fixed Wing,,XNA.Airport
2123555,0601-1200,,Cruise,B777-200,,ZZZ.ARTCC
2123756,,,Parked,B767-300 and 300 ER,,ZZZ.Airport
2123841,1201-1800,Daylight,Initial Climb,Citation II S2/Bravo (C550),Haze / Smoke; 10,ZZZZ.Airport
2123934,0601-1200,Daylight,Takeoff / Launch,Cessna 404 Titan,10,ZZZ.Airport
2124384,1201-1800,Daylight,Cruise,A-1 Husky,50,ZZZ.ARTCC
2124432,1201-1800,Daylight,Cruise,B737-700,,ZZZ.ARTCC
2124791,1201-1800,Daylight,Cruise,PA-46 Malibu/Malibu Mirage/Malibu Matrix,Turbulence; 10,ZZZ.ARTCC
2124824,0601-1200,,Parked,PA-44 Seminole/Turbo Seminole,,ZZZ.Airport
2125044,1801-2400,,Climb,Regional Jet 900 (CRJ900),,ZZZ.Tower
2125198,0601-1200,Daylight,Initial Climb,Yankee AA1,10,ZZZ.Airport
2125607,1201-1800,Daylight,Descent,SR20,,ZZZ.ARTCC
2125715,,,Cruise,EMB ERJ 170/175 ER/LR,,
2126786,,,Cruise,A320,,
2126844,0601-1200,Daylight,Cruise,Cessna 150,,
2126971,,,Landing,B757 Undifferentiated or Other Model,,ZZZ.Airport
2127078,1201-1800,,Cruise,B737-800,Rain,ZZZ.ARTCC
2127530,1201-1800,Daylight,Taxi,Regional Jet 200 ER/LR (CRJ200),,ZZZ.Airport
2128177,1201-1800,,Cruise,DA40 Diamond Star,,ZZZ.TRACON
2128220,1201-1800,,Initial Climb,DA40 Diamond Star,,ZZZ.Airport
2128280,1201-1800,,Landing,DA42 Twin Star,,ZZZ.Airport
2128438,1801-2400,Night,Cruise,Skyhawk 172/Cutlass 172,10,ZZZ.Tower
2128884,0601-1200,,Cruise,EMB ERJ 145 ER/LR,,
2129447,1201-1800,,Taxi,PA-28 Cherokee/Archer/Dakota/Pillan/Warrior,6,ZZZ.Airport
2129596,0001-0600,,Final Approach,A320,,ZZZ.TRACON
2130348,,,Takeoff / Launch,Commercial Fixed Wing,,
2130578,0601-1200,,Cruise; Landing,EMB-505 / Phenom 300,,ZZZ.ARTCC
2130777,1201-1800,Daylight,Cruise,Skyhawk 172/Cutlass 172,10,ZZZ.Tower
2131022,,,Parked,Commercial Fixed Wing,,ZZZZ.Airport
2131506,1201-1800,,Climb,B777 Undifferentiated or Other Model,,ZZZZ.ARTCC
2131526,1201-1800,,Cruise,B737 Undifferentiated or Other Model,,ZZZZ.ARTCC
2131647,1201-1800,,Descent,B737-400,,
2131976,,,Parked,B777-200,,
2132137,1801-2400,Night,Cruise,Eurocopter AS 350/355/EC130 - Astar/Twinstar/Ecureuil,10,ZZZ.Airport
2133098,0601-1200,,Takeoff / Launch,B747-400,,ZZZZ.Airport
2133166,1201-1800,Daylight,Takeoff / Launch,PA-28 Cherokee/Archer/Dakota/Pillan/Warrior,,ZZZ.Airport
2133290,1201-1800,,Takeoff / Launch,PA-28R Cherokee Arrow All Series,,ZZZ.Airport
2133345,0601-1200,Daylight,Taxi,MU-2B 60 Marquise,,ZZZ.Airport
2133582,0001-0600,,Descent,Small Aircraft,,ZZZ.TRACON
2133650,1201-1800,Daylight,Takeoff / Launch,Talon (T38),9,ZZZ.Airport
2133946,1801-2400,,Takeoff / Launch,Tecnam P2012 Traveller,,ZZZ.Airport
2134202,1801-2400,,Climb,B747-400,,ZZZZ.TRACON
2134261,,,Taxi,A320,,ZZZ.Airport
2134286,0601-1200,Daylight,Takeoff / Launch,SR20,,ZZZ.Airport
2134640,0601-1200,Daylight,Takeoff / Launch,PA-28 Cherokee/Archer/Dakota/Pillan/Warrior,10,ZZZ.Airport
2134733,0601-1200,Daylight,Taxi,PA-28 Cherokee/Archer/Dakota/Pillan/Warrior,10,ZZZ.Airport
2134752,1201-1800,Daylight,Cruise,Cessna 150,,ZZZ.Airport
2134885,1201-1800,,Climb,B737 Next Generation Undifferentiated,,ZZZ.ARTCC
2135043,0601-1200,Daylight,Climb; Initial Climb,EMB ERJ 145 ER/LR,,ZZZ.TRACON
2135274,1201-1800,,Takeoff / Launch; Taxi; Initial Climb,PA-32 Cherokee Six/Lance/Saratoga/6X,10,ZZZ.Tower
2135566,,,Cruise,B737-800,,
2135710,,Daylight,Descent,Skyhawk 172/Cutlass 172,,ZZZ.Airport
2136393,0601-1200,,Cruise,SR22,,ZZZ.ARTCC
2136475,1201-1800,,Cruise,Baron 55/Cochise,,ZZZ.TRACON
2136481,0001-0600,,Cruise,B757 Undifferentiated or Other Model,Thunderstorm,ZZZ.ARTCC
2136514,1801-2400,,Takeoff / Launch,B767 Undifferentiated or Other Model,,ZZZ.TRACON
2136861,1801-2400,,Parked,B737-800,,ZZZ.Airport
2137180,1201-1800,Daylight,Landing,Shorts SD-360,10,
2137182,1201-1800,Daylight,Cruise,Bonanza 33,,ZZZ.Airport
2137448,1801-2400,,Climb,B737 Next Generation Undifferentiated,,ZZZ.TRACON
2138646,0601-1200,,Cruise,Skyhawk 172/Cutlass 172,10,ZZZ.TRACON
2138780,0601-1200,,Cruise,Light Transport; Low Wing; 2 Turbojet Eng,,ZAB.ARTCC
2139177,1801-2400,,Parked,B737-800,,ZZZ.Airport
2139686,1201-1800,Daylight,Landing,Skyhawk 172/Cutlass 172,,ZZZ.Airport
2140200,1801-2400,Dusk,Climb,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,,ZZZ.Airport
2141528,1201-1800,Daylight,Takeoff / Launch,Cessna 152,10,ZZZ.Airport
2142429,0601-1200,,Final Approach,Light Sport Aircraft,,ZZZ.Airport
2142528,0601-1200,Daylight,Taxi,Golden Eagle 421,10,ZZZ.Airport
2142878,0601-1200,,Initial Approach,Commercial Fixed Wing,,ROA.Airport
2142890,1201-1800,,Taxi,EMB ERJ 145 ER/LR,,ZZZ.Airport
2143325,0001-0600,,Taxi,A321,,ZZZ.Airport
2143408,,,Parked,B767-300 and 300 ER,,ZZZ.Airport
2143511,,,Climb,B737 Undifferentiated or Other Model,,ZZZ.TRACON
2143577,0001-0600,,Takeoff / Launch,B747-400,,ZZZ.Tower
2144231,1201-1800,,Descent,Light Transport; High Wing; 2 Turboprop Eng,,ZMA.ARTCC
2144359,0601-1200,,Landing,Cessna 402/402C/B379 Businessliner/Utiliner,,ZZZ.Airport
2144392,1801-2400,,Taxi,A300,,ZZZ.Airport
2144551,0001-0600,,Cruise,B777-300,,ZZZZ.ARTCC
2144799,0601-1200,,Cruise,B737-800,,ZZZ.TRACON
2144978,0601-1200,Daylight,Takeoff / Launch,Navion Aircraft Corp Undifferentiated or Other Model,10,ZZZ.Airport
2144979,0601-1200,Daylight,Descent,Any Unknown or Unlisted Aircraft Manufacturer,VFR; 10,ZZZ.Airport
2145067,0601-1200,Daylight,Cruise,SR20,10,ZZZ.Airport
2145098,1201-1800,Daylight,Descent,PA-24 Turbo Comanche,10,ZZZ2.Airport
2145572,0601-1200,Daylight,Cruise,Aeronca Champion,30,
2145599,1201-1800,Daylight,Initial Climb,PA-28 Cherokee/Archer/Dakota/Pillan/Warrior,10,ZZZ.Airport
2145624,0601-1200,Daylight,Cruise,Skyhawk 172/Cutlass 172,10,ZZZ.Tower
2146183,,,Cruise,B737 Undifferentiated or Other Model,Turbulence; Thunderstorm,ZZZ.ARTCC
2146487,,Daylight,Initial Climb,PA-28 Cherokee/Archer/Dakota/Pillan/Warrior,9,ZZZ.Tower
2146858,0601-1200,,Climb,Commercial Fixed Wing,Clear,PCT.TRACON
2147491,0601-1200,,Initial Climb; Takeoff / Launch,EMB ERJ 170/175 ER/LR,Icing; Turbulence,LGA.Tower
2147627,1201-1800,,Taxi,A321,,ZZZ.Airport
2147798,,,Parked,B737-900,,ZZZ.Airport
2147908,0601-1200,Daylight,Landing,T6A Texan II / Harvard II (Raytheon),,ZZZ.Airport
2147909,0601-1200,Daylight,Cruise,Cessna 210 Centurion / Turbo Centurion 210C; 210D,,ZZZ.Airport
2149167,1201-1800,Daylight,Cruise,SR20,,ZZZ.Airport
2149371,0601-1200,Daylight,Descent,PA-46 Malibu/Malibu Mirage/Malibu Matrix,,ZZZ.TRACON
2149414,0601-1200,Daylight,Landing,M-20 J (201) / Allegro,10,ZZZ.Airport
2149505,,,Parked,A319,,
2149619,,,Cruise,B767-300 and 300 ER,,ZZZ.ARTCC
2149621,,,Cruise,B767-300 and 300 ER,,ZZZ.ARTCC
2149922,0001-0600,Night,Cruise,B737 Undifferentiated or Other Model,,ZZZ.ARTCC
2150287,1201-1800,Daylight,Descent,Regional Jet 200 ER/LR (CRJ200),,ZZZ.ARTCC
2150372,,,Final Approach,Commercial Fixed Wing,,A80.TRACON
2150454,1201-1800,Daylight,Cruise,A320,Turbulence; Thunderstorm,ZZZ.Airport
2150843,1801-2400,Night,Cruise,Citation II S2/Bravo (C550),,ZZZ.TRACON
2150980,1801-2400,,Cruise,B757-200,,ZZZ.Airport
2151769,1201-1800,,Cruise,A319,,ZZZZ.ARTCC
2152042,1801-2400,,Parked,A220-300,,ZZZ.Airport
2152148,1201-1800,,Taxi,Medium Transport; Low Wing; 2 Turbojet Eng,,AUS.Airport
2152322,0601-1200,Daylight,Landing,PA-28 Cherokee/Archer/Dakota/Pillan/Warrior,wind gust; 10,ZZZ.Airport
2152381,0001-0600,,Takeoff / Launch,B737 Undifferentiated or Other Model,,ZZZ.Tower
2152722,1201-1800,Daylight,Climb,PA-28 Cherokee/Archer/Dakota/Pillan/Warrior,,ZZZ.Airport
2153551,1201-1800,Daylight,Landing,Champion Citabria 7ECA,10,ZZZ.Airport
2153555,1201-1800,,Cruise,Cessna Stationair/Turbo Stationair 6,Haze / Smoke; 8,ZZZ.Airport
2154053,1201-1800,Daylight,Other Entering pattern,Small Aircraft; High Wing; 1 Eng; Fixed Gear,10,DMW.Airport
2154062,1201-1800,Daylight,Cruise,Skyhawk 172/Cutlass 172,10,ZZZ.Airport
2154126,,,Takeoff / Launch,B777 Undifferentiated or Other Model,,
2154524,1801-2400,,Descent,B787-900,,ZZZZ.ARTCC
2154969,1801-2400,Night,Landing,Cessna 425/441 Conquest I/Conquest II,Rain; Windshear; 10,ZZZ.Airport
2155003,1201-1800,Daylight,Takeoff / Launch,Skyhawk 172/Cutlass 172,10,ZZZ.Airport
2155019,1201-1800,Daylight,Takeoff / Launch,Skyhawk 172/Cutlass 172,10,ZZZ.Airport
2155607,,,Parked,B737 Undifferentiated or Other Model,,
2155670,0601-1200,,Climb; Initial Climb,Commercial Fixed Wing,,I90.TRACON
2155902,,Daylight,Landing,Bonanza 35,10,ZZZ.Airport
2156344,,,,EMB ERJ 145 ER/LR,,ZZZ.Airport
2156373,,,Parked,A320,,
2156938,,,Cruise,B737 Undifferentiated or Other Model,,
2157035,1201-1800,Daylight,Takeoff / Launch,B737-800,,ZZZ.TRACON
2157255,,,Climb,Commercial Fixed Wing,,TNCA.Airport
2157618,0001-0600,,Climb,B737 Undifferentiated or Other Model,,ZZZ.TRACON
2157626,,,Cruise,A319,,
2157685,,,Taxi,Widebody; Low Wing; 2 Turbojet Eng,,SFO.Airport
2158061,1201-1800,,Climb,Challenger 350,,ZZZ.ARTCC
2158355,1201-1800,,Initial Climb,Bonanza 36,,ZZZ.Airport
2158358,0601-1200,Daylight,Landing,Navion Aircraft Corp Undifferentiated or Other Model,20,ZZZ.Airport
2159140,1201-1800,Daylight,Hovering (UAS),Small UAS (At or above 0.55 lbs and less than 55 lbs),10,ZZZ.Airport
2159433,0601-1200,,Taxi,B777 Undifferentiated or Other Model,,ZZZ.Airport
2159564,,,Takeoff / Launch,A320,,ZZZ.Airport
2159946,1201-1800,,Cruise,B737 Undifferentiated or Other Model,,ZZZ.ARTCC
2160021,1201-1800,,Taxi,Cessna 402/402C/B379 Businessliner/Utiliner,,ZZZ.Airport
2160225,1801-2400,,Taxi,Cessna 402/402C/B379 Businessliner/Utiliner,,ZZZ.Airport
2160486,1201-1800,,Final Approach,EMB ERJ 145 ER/LR,,ZZZ.TRACON
2160818,1801-2400,Night,Takeoff / Launch,Small Aircraft; Low Wing; 2 Eng; Retractable Gear,10,PNE.Airport
2160826,0601-1200,,Cruise,Tecnam P2006 Twin,,ZZZ.TRACON
2160834,0601-1200,Daylight,Landing,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,10,63S.Airport
2160962,1201-1800,,Climb,B737 Undifferentiated or Other Model,,ZZZ.Airport
2161078,1201-1800,,Cruise,B737 MAX Series Undifferentiated,,ZZZ.Airport
2161247,1801-2400,,Initial Approach,MD-11,,ZZZ.Airport
2161278,1201-1800,,Cruise,Regional Jet 700 ER/LR (CRJ700),,
2162678,0601-1200,,Cruise,MD-11,Turbulence,ZZZ.ARTCC
2163227,0001-0600,,Taxi,Commercial Fixed Wing,,ZZZ.Airport
2163262,1801-2400,,Parked,EMB ERJ 170/175 ER/LR,,ZZZ.Airport
2163355,0001-0600,,Parked,EMB ERJ 170/175 ER/LR,,ZZZ.Airport
2163436,1201-1800,,Parked,EMB ERJ 170/175 ER/LR,,ZZZ.Airport
2163700,0601-1200,Daylight,Cruise,Skyhawk 172/Cutlass 172,,ZZZ.Airport
2164265,0601-1200,,Takeoff / Launch,Medium Transport; Low Wing; 2 Turbojet Eng,,BJC.Airport
2164315,1201-1800,,Landing,A300,,ZZZ.Airport
2164481,1201-1800,Daylight,Initial Climb,Dash 8-400,40,ZZZ.ARTCC
2165834,1201-1800,Daylight,Cruise,Decathlon 8KCAB,,ZZZ.Airport
2166272,1801-2400,Daylight,Cruise,DJI Mavic Air 2,18,ZZZ.Airport
2166436,0001-0600,,Final Approach; Landing,Regional Jet 900 (CRJ900),,ZZZ.Airport
2166483,,,Cruise,Commercial Fixed Wing,,
2166644,1201-1800,,Cruise,B757 Undifferentiated or Other Model,,
2167647,1201-1800,,Parked,B737-800,,ZZZ.Airport
2167828,1201-1800,Daylight,Landing,M-20 R Ovation,10,ZZZ.Airport
2167843,1201-1800,Daylight,Climb,PA-60 600 Aerostar,15,ZZZZ.Airport
2168171,,Daylight,Cruise,Large Transport,,
2168352,1801-2400,Night,Landing,Skyhawk 172/Cutlass 172,10,ZZZ.Airport
2169201,0601-1200,,Cruise,A321,,ZZZ.TRACON
2169345,1201-1800,Daylight,Climb,Small Transport,10,ZAB.ARTCC
2169356,0601-1200,,,B787 Dreamliner Undifferentiated or Other Model,,
2169750,0001-0600,,Climb,B757 Undifferentiated or Other Model,,ZZZ.Airport
2170617,1201-1800,Daylight,Cruise,B737-800,,ZZZ.ARTCC
2170780,0601-1200,Daylight,Cruise,Skyhawk 172/Cutlass 172,7,ZZZ.Airport
2170822,0601-1200,Daylight,Cruise,Skylane 182/RG Turbo Skylane/RG,30,ZZZ.Airport
2170928,0601-1200,,Cruise,B777-200,,ZZZ.ARTCC
2171380,1801-2400,Dusk,Cruise,Regional Jet 700 ER/LR (CRJ700),,
2171744,1201-1800,,,EMB ERJ 190/195 ER/LR,Cloudy,ZZZ.Airport
2171863,1801-2400,Night,Parked,EMB ERJ 170/175 ER/LR,,ZZZ.Airport
2171907,1801-2400,,Final Approach,A319,,ZZZ.Airport
2171925,,,Parked,EMB-505 / Phenom 300,,ZZZ.Airport
2172639,0601-1200,Daylight,Initial Climb,Skyhawk 172/Cutlass 172,,ZZZ.Airport
2172975,0601-1200,Daylight,Cruise,Skyhawk 172/Cutlass 172,10,ZZZ.ARTCC
2173152,1201-1800,Daylight,Cruise; Initial Approach,Challenger 300,,ZZZ.Tower
2173322,0601-1200,,Parked,B787-900,,
2173448,,,Cruise,B767-300 and 300 ER,,ZZZ.ARTCC
2173707,1201-1800,,Initial Climb; Climb,B737-800,,ZZZ.Airport
2173804,,,Climb,A319,,ZZZ.Airport
2174244,0601-1200,,Initial Climb,Challenger 350,,ZZZ.TRACON
2174801,0601-1200,Daylight,Takeoff / Launch,Skyhawk 172/Cutlass 172,10,ZZZ.Airport
2174828,1201-1800,Daylight,Initial Climb,Skyhawk 172/Cutlass 172,10,ZZZ.Tower
2175475,1201-1800,Daylight,Landing,Skyhawk 172/Cutlass 172,10,ZZZ.Airport
2176003,1801-2400,,Descent,A320,,PCT.TRACON
2176676,0601-1200,Daylight,Taxi,Skyhawk 172/Cutlass 172,10,ZZZ.Airport
2176893,1201-1800,,Takeoff / Launch,B737-800,,ZZZ.Airport
2176902,0601-1200,,Climb; Initial Climb,A319,,ZZZ.Airport
2176998,1801-2400,,Cruise,Any Unknown or Unlisted Aircraft Manufacturer,,ZZZ.TRACON
2177367,,,Cruise,Commercial Fixed Wing,,
2177421,1201-1800,Daylight,Landing,PA-46 Malibu/Malibu Mirage/Malibu Matrix,10,ZZZ.Airport
2177585,1201-1800,,Taxi,B737-800,,ZZZ.Airport
2177911,1801-2400,,Cruise,Commercial Fixed Wing,,ZAB.ARTCC
2177927,1201-1800,,Climb; Initial Climb,A319,,ZZZ.Airport
2178065,1801-2400,Night,Parked,PC-12,10,ZZZ.Airport
2178432,1201-1800,Daylight,Taxi,B737 Undifferentiated or Other Model,,ZZZ.Airport
2178494,0001-0600,Night,Cruise,Commercial Fixed Wing,Wind,ZAB.ARTCC
2178548,1201-1800,,Cruise,B757 Undifferentiated or Other Model,,ZZZ.ARTCC
2178651,1201-1800,,Cruise,Commercial Fixed Wing,,ZAB.ARTCC
2178934,1201-1800,Daylight,Descent,PA-28 Cherokee/Archer/Dakota/Pillan/Warrior,Rain; 10,ZZZ.TRACON
2179311,1801-2400,,Takeoff / Launch,B737-800,,ZZZ.Airport
2179488,0601-1200,Daylight,Takeoff / Launch,Cessna 210 Centurion / Turbo Centurion 210C; 210D,10,ZZZ.Airport
2179510,1201-1800,Daylight,Final Approach,PC-12,10,ZZZ.Airport
2179669,,,Taxi,B737 Undifferentiated or Other Model,,
2179799,1201-1800,,Initial Climb,EMB-505 / Phenom 300,,ZZZ.Airport
2180163,1201-1800,Daylight,Landing,Any Unknown or Unlisted Aircraft Manufacturer,10,ADS.Airport
2180513,1201-1800,,,Commercial Fixed Wing,,MMFR.ARTCC
2180560,1801-2400,,Climb,Challenger 300,,ZZZ.Tower
2180995,1201-1800,Daylight,Climb,Citationjet (C525/C526) - CJ I / II / III / IV,,ZZZ.ARTCC
2181436,1801-2400,,Climb; Cruise; Descent,Commercial Fixed Wing,,ZAB.ARTCC
2181565,1201-1800,,Initial Climb,Commercial Fixed Wing,,SPS.Tower
2181753,0601-1200,Daylight,Landing,Costruzioni Aeronautiche Tecnam Undifferentiated or Other Model,,ZZZ.Airport
2181786,1201-1800,,Descent,Large Transport; Low Wing; 2 Turbojet Eng,,NCT.TRACON
2182346,1201-1800,Daylight,Initial Approach,Musketeer 23,10,ZZZ.Airport
2182426,1201-1800,,Initial Climb,B767 Undifferentiated or Other Model,,ZZZZ.ARTCC
2182665,0601-1200,,Takeoff / Launch,A321,,SCT.TRACON
2182796,0601-1200,,Climb,Commercial Fixed Wing,,RJJJ.ARTCC
2183469,1801-2400,Night,Cruise,M-20 E Super 21,,ZZZ.TRACON
2183503,0001-0600,Daylight,Cruise,Light Transport; Low Wing; 2 Turbojet Eng,,VYYF.ARTCC
2183620,0001-0600,,Parked,EMB ERJ 170/175 ER/LR,,ZZZ.Airport
2183647,1201-1800,,Takeoff / Launch,B737-800,,ZZZZ.Tower
2183685,1801-2400,,Initial Approach,EMB ERJ 145 ER/LR,,ZZZ.Airport
2183776,0601-1200,Daylight,Climb,Falcon 20FJF/20C/20D/20E/20F,,ZZZ.Airport
2184464,0001-0600,Daylight,Takeoff / Launch,Skyhawk 172/Cutlass 172,10,ZZZ.Airport
2184477,,,Parked,Skyhawk 172/Cutlass 172,,ZZZ.Airport
2184534,,,Cruise,B787 Dreamliner Undifferentiated or Other Model,,
2184544,,,Cruise,B767 Undifferentiated or Other Model,,
2184549,,,Climb; Initial Climb,B737 Undifferentiated or Other Model,,ZZZ.Airport
2184817,1201-1800,,Takeoff / Launch,B737 Undifferentiated or Other Model,,ZZZ.Airport
2185033,,,Climb,Commercial Fixed Wing,,
2185119,0601-1200,Daylight,Cruise,Learjet 40,10,ZZZ.ARTCC
2185142,1201-1800,Daylight,Landing,Skyhawk 172/Cutlass 172,,ZZZ.Airport
2185811,0601-1200,Daylight,Climb,Skyhawk 172/Cutlass 172,,ZZZ.Airport
2186046,0601-1200,,Climb,B767 Undifferentiated or Other Model,,ZZZ.ARTCC
2186056,1201-1800,,,EMB ERJ 145 ER/LR,,ZZZ.ARTCC
2186163,1201-1800,Dusk,Climb,Bonanza 35,10,ZZZ.Airport
2186192,1201-1800,,Taxi,B777 Undifferentiated or Other Model,,ZZZ.Airport
2186199,,,Taxi,A319,,
2186222,1201-1800,,Final Approach,A320,,ZZZ.Airport
2186476,0601-1200,,Parked,Commercial Fixed Wing,,ZZZ.Airport
2186646,1201-1800,,Initial Approach,B737-800,Icing,ZZZ.Airport
2186908,0001-0600,,Parked,EMB ERJ 145 ER/LR,,ZZZ.Airport
2186983,0601-1200,,Other Parked pre-departure,B737 Undifferentiated or Other Model,,ZZZ.Airport
2187105,0001-0600,,Cruise,B767-300 and 300 ER,,ZZZ.ARTCC
2187303,0001-0600,,Cruise; Taxi,B737-800,,ZZZZ.Airport
2187431,0601-1200,,Initial Climb,Citation V/Ultra/Encore (C560),10,ZZZ.Airport
2187494,1201-1800,,Final Approach,Large Transport; Low Wing; 2 Turbojet Eng,,SFO.Airport
2188524,,Night,Descent,Skyhawk 172/Cutlass 172,10,ZZZ.Airport
2188643,,,Final Approach,B737 Undifferentiated or Other Model,,ZZZ.Airport
2189349,1801-2400,Night,Initial Approach,PA-18/19 Super Cub,10,ZZZ.Airport
2189523,1201-1800,,Climb; Initial Climb,B737-800,,ZZZ.TRACON
2189689,1201-1800,Daylight,Cruise,PA-34-200T Turbo Seneca II,,ZZZ.Airport
2189698,0601-1200,Daylight,Taxi,PA-34-200 Seneca I,,ZZZ.Airport
2190462,1201-1800,,Descent,Citation Longitude (C700),,ZZZ.TRACON
2191799,0601-1200,Daylight,,Learjet 45,,ZZZ.ARTCC
2191805,1201-1800,Night,Takeoff / Launch,Duchess 76,10,ZZZ.Airport
2192055,0001-0600,,Climb,Regional Jet 550 ER/LR (CRJ550),,ZZZ.Airport
2192219,1201-1800,,Landing,Skyhawk 172/Cutlass 172,10,ZZZ.Airport
2192560,1201-1800,Daylight,Climb,Talon (T38),10,ZZZ.Airport
